notebook1,file1,segment1_index_on_page,segment1_page_key,segment1_text,segment1_word_count,notebook2,file2,segment2_index_on_page,segment2_page_key,segment2_text,segment2_word_count,tfidf_similarity,cosine_similarity,euclidean_similarity,manhattan_similarity,jaccard_features,overlap_coefficient,shared_features,total_features_1,total_features_2,top_shared_features,vector1_norm,vector2_norm
14g,page_to_text.json,0,33,31 them or one of them by causing the air deteriorated by the combustion of candles to pass upon them & that His plan for preserving the lives of the miners had nothing to do with a safety lamp but depended was founded was founded upon an idea of burning the firedamp or carburetted Hydrogene from large blowers or carburetted Hydrogene from large blowers in such detached portions portions; & that the apparatus which He imagined for this purpose consisted of a tube of 1/4 of inch in diameter but whi but whi & a large conical glass & a large conical glass with a wick round it to set fire to a detached part of a detached part of the stream of gas & a conical glass open at the top & so high as to prevent the,133,14g,page_to_text.json,1,39,0 & that air deteriorated by combustion prevented extinguished flame thought that He might separate a large blower into small streams of fire damp & thus consume it at its origin & prevent it from forming,33,0.2617468821929786,0.2617468821929786,0.4514436815957991,0.1103109423301296,0.12962962962962962,0.4117647058823529,7,44,17,prevent; blower; deterior; larg; combust,1.0,1.0
14g,page_to_text.json,0,34,"flame from passing into - It appears likewise in actual trial, that He made his tube at the suggestion of a Foreman half an inch in diameter & furnished it with a slider at the bottom to regulated the quantity of gas admitted- . His object evidently was to separate a small part or to detach a portion of gas as it expired from a blower & to burn it as a gass light - In The exp t that he made with his lamp as detailed by witnesses",85,14g,page_to_text.json,0,36,a canal with holes in it around his wick; - It is perfectly evident that when his trials were directed to burn the gas from large blowers by means of tubes as in the single gass light burner or by means of canals with holes as in this compound one as in the single gass light burner or by means of canals with holes as in this compound one ie to make of them smaller blowers & that He failed from being ignorant of the necessity of fresh air to combustion - But his lamps went out in an stream Atmosphere of carburetted Hydrogene without inflaming it: & the & the which every lamp will do in which there is only a limited circulation of air & in which y e the carburetted,127,0.25113940017440073,0.25113940017440073,0.44967785498966156,0.1015777225946693,0.15873015873015872,0.29411764705882354,10,34,39,gass; ga; blower; hi; trial,0.9999999999999998,0.9999999999999999
14g,page_to_text.json,1,35,as He expresses himself He should be able to succeed if be able to succeed if burn in this exp ts ; - He placed,24,14g,page_to_text.json,1,37,That this is the simple statement of the case is easily proved by exp ts by exp ts Whoever will try any two of his first three inventions in an explosive atmosphere will find that whenever a light will find that whenever a light will burn in them burn in them will find that will find that they instantly fire it,61,0.31165323946744855,0.31165323946744855,0.4601242863457494,0.17774619790364052,0.18181818181818182,0.5,4,8,18,ts; exp; abl; burn; succeed,0.9999999999999999,1.0
14g,page_to_text.json,0,47,45 of the day it rose to 72° F Objects of experiments at Rome & Naples & Naples 1819 - 1 st to ascertain if the water found in Rock chrystal Rock chrystal Rock chrystal be pure be pure water. 2. To ascertain if any thing can be done to preserve the frescos of Raphael in the Vatican. the Vatican. the Vatican. - 3. To determine if the spots in Carara marble are iron oxide iron oxide iron oxide iron oxide & if they can be obliterated . - 4.,84,14g,page_to_text.json,0,54,"& the cause of the precipitation the cause of the precipitation may in the action of the substances Note It will be an important object of experiment It will be an important object of experiment to ascertain what is the nature of the to ascertain what is the nature of the water found in chrystals ie in rock chrystals water found in chrystals ie in rock chrystals It is known that when in a Rome Nov r 14 Rome Nov r 14 mixed solution of different salts disposed to chyrstallize, a chrystal of one of the salts is introduced, this begins to chrystallise first, quere is this the case?",108,0.2961811229435091,0.2961811229435091,0.4573646697481638,0.12169802250133084,0.15217391304347827,0.28,7,25,28,chrystal; ascertain; vatican; experi; rock,1.0,1.0000000000000002
14g,page_to_text.json,0,47,45 of the day it rose to 72° F Objects of experiments at Rome & Naples & Naples 1819 - 1 st to ascertain if the water found in Rock chrystal Rock chrystal Rock chrystal be pure be pure water. 2. To ascertain if any thing can be done to preserve the frescos of Raphael in the Vatican. the Vatican. the Vatican. - 3. To determine if the spots in Carara marble are iron oxide iron oxide iron oxide iron oxide & if they can be obliterated . - 4.,84,14g,page_to_text.json,1,92,The silica when the Oxide of Iron Oxide of Iron Oxide of Iron is separa- -ted by a weak acid appears as a gelati- -nous mass & the deposit before it is submitted to any chemical agents is an impalpable powder which to the magnifier appears uniform in its nature,49,0.2501375047585597,0.2501375047585597,0.449512428551643,0.1165067953339952,0.06818181818181818,0.13636363636363635,3,25,22,iron; oxid; vatican; chrystal; napl,1.0,0.9999999999999999
14g,page_to_text.json,0,48,the cellars under Monte Testaccio Monte Testaccio Monte Testaccio is greater than elsewhere in Rome & if the cause be the radiation from the Potsherds . - I found Nov r 2 when the external air was 72 the air in one of the deepest cellars 60 -,45,14g,page_to_text.json,0,160,} 16.1 31 .1 x 5 Monte 1. 8 1. 8 2 Barrina 1 0 9 1 0 9 Varlo 31. 3.. 5 Monte Varlo Monte Varlo 14. Wednesday 15 . 16 F 17 S 18 S 31. 3. 5. 19. M. 20 T 30 . 19 21 W 22 T 9 23 F 12.5 24 S 11. 4 5 11. 4 5 25 S 26 M 27 T 4 7 5 28 W 29 T 1 . 4 . 5 1 . 4 . 5 30 F 4 3 1 S 2 S 3 M 39 6 39 6 4 T 36. 5 05 5. W 9. S. 10 M 11 T 6 T 12 W. 13 T 14 F 15 S 16 S 17 M 17 M 18 Tuesday 7 F 2 8 S,135,0.2681967878604687,0.2681967878604687,0.4525304545217199,0.1791492196601947,0.05555555555555555,0.2,1,14,5,mont; varlo; testaccio; cellar; barrina,0.9999999999999999,1.0
14g,page_to_text.json,0,52,It is scarcely possible to adopt the idea of the secondary strata being formed by fire: for the degree of heat necessary to agglutinate siliceous Sandstone must have been sufficient to have condensed perfectly fluid carbonate of Lime & the regular manner in which strata of flints were deposited is incompatible with the idea that they were injected by an explosive force amongst chalk or Limestone strata.,66,14g,page_to_text.json,1,54,"so that the chrystalline matter found cementing together deposits of the same nature may owe its existence to this cause But the flints & xxxxxx & xxxxxx & xxxxxx which occur together in chalk in chalk & the strata of Flint found in Limestone have all been deposited from a fluid can hardly be doubted for they sometimes fill the cavities of echini, & contain even in the same state as the chrystalline calcareous matter of the stratum in which they exist .",75,0.25944030906005455,0.25944030906005455,0.4510574514215366,0.11098457553293727,0.125,0.24,6,29,25,chalk; flint; strata; deposit; fluid,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,1,58,"Whilst the record allowing the data explains the phenomena of consolidation of consolidation with greater facility: for it is much more easy to suppose carbonate of Lime carbonate of Lime carbonate of Lime & silica deposition xxxxxx in a chrystalline state from water in which in which where the quantity of the fluid makes up for the smallness of the portion dissolved, than to suppo imagine a fire capable of fusing them operating upon a great scale at the bottom of the ocean.",81,0.25653682733836514,0.25653682733836514,0.45057306039208317,0.0935818458973333,0.15384615384615385,0.375,12,58,32,carbon; lime; acid; consolid; greater,1.0,0.9999999999999999
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,0,78,{ a certain small quantity of alkali in solution . - silicious Sand is sometimes found agglutinated together by a calcareous cement deposited from carbonated sources In the stalactatical concretions in calcareous caverns where the deposition of the carbonate of Lime carbonate of Lime carbonate of Lime takes place very slowly perfect chrystalizations occur.,52,0.3211342011765527,0.3211342011765527,0.4618473869360304,0.0990275042625921,0.136986301369863,0.4,10,58,25,carbon; calcar; lime; solut; acid,1.0,0.9999999999999998
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,0,79,"75 variety, by far the greater proportion of them being are Calcareous & deposited from water, which by being impregnated with Carbonic Acid Carbonic Acid Carbonic Acid has deposited carbonate of Lime carbonate of Lime carbonate of Lime - such as the travertino of tufa Limestone of tufa Limestone of Italy which abounds at the feet of the Appenines & from which some of the most remarkable monuments of antiquity & of modern times & of modern times have been constructed such as the temples of Pestum the Colosseum , the Church of S t Peter Church of S t Peter Church of S t Peter &c. In Volcanic countries where there are warm springs warm springs sources of warm water a species of siliceous tufa is deposited, but never in the chrystalized form & its coherence & hardness is never very considerable - Thus In the Island of Ischia & near to in Island silicious formations are extremely common but the water depositing them holds",157,0.28071533093556805,0.28071533093556805,0.454668681589354,0.08545188483878684,0.13402061855670103,0.25,13,58,52,carbon; acid; lime; calcar; deposit,1.0,0.9999999999999999
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,0,89,85 water of the Bagni Caldi Bagni Caldi Bagni Caldi & he naturally supposed that the iron was dissolved by Carbonic Acid Carbonic Acid Carbonic Acid but there is no Carbonic Acid Carbonic Acid Carbonic Acid in this water & on evaporating a large quantity of the water & washing out the sulphates & muriates I obtained a minute portion of a substance exactly the same as the deposit & consisting of Oxide of Iron Oxide of Iron Oxide of Iron & silica & Oxide of Iron Oxide of Iron Oxide of Iron likewise exist in the waters of Bath in England & they are probably in the water in chemical combinations What may be the effects of such a substance on the human constitu- -tion is for medical men to determine by experience Probably such a union may be artificially produced by heat under pressure as in Papins digester Riva 22 Wednesday 14 Florence Thursday - 15 Filigare A Solar month Friday - 16 Bologna - Saturday - 17.,158,0.36857246946149247,0.36857246946149247,0.47086117042347886,0.08585461961579666,0.11538461538461539,0.20689655172413793,12,58,58,carbon; acid; iron; oxid; muriat,1.0,0.9999999999999999
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,0,90,when it arrives within the influence of the atmosphere & that its temperature which is 130° F where it issues from the ground is much higher in the interior & probably far above that of boiling water The analogy that I established long ago in my researches on the decomposition of the alkalies earths & the acids not before decomposed between the silicious & borasic bases & the facts pointed out by M. Smithson M. Smithson M. Smithson Berzelius & others entitle silica in its chemical powers to be classed as an acid & it seems extremely probable that the oxide of iron existed in solution with the silica & was deposited with it in consequence of the cooling of the water If this explanation be admitted it will apply to the solution of some diffi -culties which have occurred with respect to the causes of the existence of Oxide of Iron Oxide of Iron Oxide of Iron in mineral waters Signore Battista Te- -ssandori Signore Battista Te- -ssandori Signore Battista Te- -ssandori had already detected a minute quantity of Oxide of Iron Oxide of Iron Oxide of Iron & silica in the,184,0.2693013310863003,0.2693013310863003,0.45271756999067037,0.08299300710276229,0.1308411214953271,0.2413793103448276,14,58,63,iron; oxid; acid; solut; carbon,1.0,0.9999999999999999
14g,page_to_text.json,1,55,"- of Carbonic Acid Carbonic Acid Carbonic Acid in the ocean was much greater & the temperature of the water higher which may be easily imagined if the volcanic changes which are necessary for the elevation of the strata be admitted, the solution both of Calcareous & siliceous matter will not be difficult to explain & Carbonic Acid Carbonic Acid Carbonic Acid under [xxxxxxx may xxx is Muriatic acid Muriatic acid Muriatic acid under ordinary circumstances; & aluminie Oxide of Iron Oxide of Iron Oxide of Iron carbonate of carbonate of Lime , & silica oxi & carbonic may acid may have coexisted in water with various saline ingredients saline ingredients & have been deposited together, in the form of limestone ; upon shells & calcareous sand shale upon clay strata, sandstone , Flint , & Basalt in the slow operations of the cooling of the liquid at a time when only a very small quantity of the earthy substances existed in solution.",152,14g,page_to_text.json,0,91,Though the Oxide of Iron Oxide of Iron Oxide of Iron when collected is a peroxide yet it is most probable that in the water it exists in the state of black protoxide oxide but the atmospherical air atmospherical air atmospherical air in the water after it is deposited would speedily bring it to the condition of peroxide The plausibility of this supposition is increa- sed by the circumstances that tincture of galls or triple prossiate of potassa prossiate of potassa prossiate of potassa does not change the colour of the water & that the protoxides have in general the strongest tendencies to combination with acids When the deposit is taken up diffu- sed through the water it contains no other substance than Oxide of Iron Oxide of Iron Oxide of Iron & silica but when it is collected from the bottom of the Baths it contains likewise extra- neous substances carbonate of Lime carbonate of Lime carbonate of Lime & sand from decomposed rocks I satisfied myself by exposing a quantity of water to the air that the deposit is not produced after the water has issued from its source & there is every reason to believe that the chemical changes take place in consequence of the cooling of the water 48,209,0.30237159073614156,0.30237159073614156,0.4584611512219325,0.08341127134329505,0.14150943396226415,0.25862068965517243,15,58,63,carbon; oxid; iron; acid; lime,1.0,0.9999999999999998
14g,page_to_text.json,0,56,"strata it seems extremely probable that they were formed at a time when the only species of animal life on the globe was marine & at a period when water covered & at a period when water covered almost the whole of its surface almost the whole of its surface & when the only land consisted & when the only land consisted of islands covered with vegetable of islands covered with vegetable matter It would be easy to explain the existence of coal, if it was found only in basins or strata by supposing land covered with vegetable matter formed by an irruption of the ocean, but in this case these could be only one occurrence stratum on the same surface whereas often 10 .",121,14g,page_to_text.json,1,57,"- Formations of coal are found at great depth under strata of Limestone , Sandstone , & even of Basalt which contain the remains of land plants & those remains are sometimes mixed with shells & the bones of & the bones of fishes - It is not possible to doubt then that these coals carbonaceous results were produced by vegetable matter, which had been covered by had been covered by & it is consequently neccessary to suppose either a change of a change of xx xxx xx xxx an irruption of the sea prior to that which has been before considered as diluvian & that the bed of the ocean has been often changed, at least twice at least twice as to adopt the idea that the coal, may three different times three different times from formed at a time when the vegetable matter of the land was washed down into the sea from the non occurrence of the remains of quadrupeds in the secondary",156,0.33045399909022855,0.33045399909022855,0.4635657210868512,0.10005848859597877,0.18055555555555555,0.38235294117647056,13,34,51,cover; veget; land; coal; matter,0.9999999999999999,1.0
14g,page_to_text.json,0,56,"strata it seems extremely probable that they were formed at a time when the only species of animal life on the globe was marine & at a period when water covered & at a period when water covered almost the whole of its surface almost the whole of its surface & when the only land consisted & when the only land consisted of islands covered with vegetable of islands covered with vegetable matter It would be easy to explain the existence of coal, if it was found only in basins or strata by supposing land covered with vegetable matter formed by an irruption of the ocean, but in this case these could be only one occurrence stratum on the same surface whereas often 10 .",121,14g,page_to_text.json,0,85,"is one in their locality or place in the different parts of the globe. - The exterior surface of the globe in its natural state in its natural state consists either of water in its fluid or solid form, of a vegetable covering: & of bare soil, sand, or rock - Water in the form of ice or snow forms covers its most elevated summits & the greatest depths to which man has been penetrate are those of the ocean - -.",77,0.3090593405215763,0.3090593405215763,0.45965715926789097,0.10906802358076423,0.14545454545454545,0.27586206896551724,8,34,29,cover; consist; veget; surfac; globe,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,1,56,"15 or 20 different strata & states of coal are found alternating with Sandstone , Limestone Basalts & clay. It seems therefore most reasonable to suppose that the materials of the coal have been derived from the land; & washed down",38,14g,page_to_text.json,1,57,"- Formations of coal are found at great depth under strata of Limestone , Sandstone , & even of Basalt which contain the remains of land plants & those remains are sometimes mixed with shells & the bones of & the bones of fishes - It is not possible to doubt then that these coals carbonaceous results were produced by vegetable matter, which had been covered by had been covered by & it is consequently neccessary to suppose either a change of a change of xx xxx xx xxx an irruption of the sea prior to that which has been before considered as diluvian & that the bed of the ocean has been often changed, at least twice at least twice as to adopt the idea that the coal, may three different times three different times from formed at a time when the vegetable matter of the land was washed down into the sea from the non occurrence of the remains of quadrupeds in the secondary",156,0.35402145909938876,0.35402145909938876,0.4680239267243554,0.10954461599757873,0.15517241379310345,0.5625,9,16,51,coal; sandston; land; wash; basalt,1.0000000000000002,1.0
14g,page_to_text.json,1,58,"Whilst the record allowing the data explains the phenomena of consolidation of consolidation with greater facility: for it is much more easy to suppose carbonate of Lime carbonate of Lime carbonate of Lime & silica deposition xxxxxx in a chrystalline state from water in which in which where the quantity of the fluid makes up for the smallness of the portion dissolved, than to suppo imagine a fire capable of fusing them operating upon a great scale at the bottom of the ocean.",81,14g,page_to_text.json,0,78,{ a certain small quantity of alkali in solution . - silicious Sand is sometimes found agglutinated together by a calcareous cement deposited from carbonated sources In the stalactatical concretions in calcareous caverns where the deposition of the carbonate of Lime carbonate of Lime carbonate of Lime takes place very slowly perfect chrystalizations occur.,52,0.29659317543982666,0.29659317543982666,0.4574373413783163,0.11007337490856497,0.09615384615384616,0.2,5,32,25,carbon; lime; deposit; calcar; quantiti,0.9999999999999999,0.9999999999999998
14g,page_to_text.json,0,59,"55 debris or rains of a former land which in the course of ages has been xxxx destroyed, & that they have been xxxx consolidated by the action of fire & raised by the force of fire - In the Huttonian In the Huttonian In the Huttonian In the Huttonian system it is supposed system it is supposed acting in the interior parts of the globe.",63,14g,page_to_text.json,1,60,The one the Huttonian or Plutonic the other the Wernerian or neptunian - In the first it is supposed that the materials of the secondary strata have been deposited at the bottom or on the shores of the ocean & that they are the,42,0.27062212159764387,0.27062212159764387,0.45294170816778206,0.14783627807757346,0.08,0.18181818181818182,2,16,11,huttonian; suppos; pluton; wernerian; neptunian,0.9999999999999999,1.0
14g,page_to_text.json,1,59,In the Neptunian hypothesis it is supposed that the ocean contains ocean contains in solution the different chrystaline materials of the secondary rocks & that they were deposited gradually & at the time that life and matter during a life and matter during a life and matter during a the ocean was peopled with living beings & xxx its shores covered with aquatic plants.,60,14g,page_to_text.json,1,60,The one the Huttonian or Plutonic the other the Wernerian or neptunian - In the first it is supposed that the materials of the secondary strata have been deposited at the bottom or on the shores of the ocean & that they are the,42,0.3503911653858094,0.3503911653858094,0.4673263416920336,0.1566461201736508,0.25,0.6363636363636364,7,24,11,neptunian; ocean; shore; secondari; dure,0.9999999999999999,1.0
14g,page_to_text.json,1,61,- And except in planter beds which seem to have been formed from Lakes xxxx containing water holding in solution xxx Sulphate of lime Sulphate of lime Sulphate of lime or in stalactical concretions the rocks seem the rocks seem are in these dependent upon volcanic operations the rocks seem to have been consolidated in which the remains of quadrupeds have been found But both Limestone & sand stone sand stone sand stone strata of the secondary or zootic class of the secondary or zootic class occur containing the remains of plants & of marine animals & these creatures occur exist alternating with chrystaline rocks of the basaltic kind The remains of different shells &,109,14g,page_to_text.json,1,84,They may called secondary rocks. They may be with some propriety be called xxxxxx be with some propriety be called xxxxxx Others from their containing no remains Others from their containing no remains of a former order of things have been of a former order of things have been called primitive rocks - they may be called primitive rocks - they may be called chrystaline rocks. - called chrystaline rocks.,65,0.25886452852933217,0.25886452852933217,0.45096123512744607,0.1265040326277615,0.11904761904761904,0.5555555555555556,5,38,9,rock; remain; chrystalin; contain; proprieti,1.0,1.0
14g,page_to_text.json,1,68,- A volcanic eruption sufficiently great to have raised waves raised waves thrown the ocean over the mountains of the ancient continent must likewise have produced an enormous quantity,28,14g,page_to_text.json,0,70,which might be supposed to be produced by an elevation of a part of the american continent from the depths of the ocean & of imagining a great force of explosion it is easy to imagine a velocity & a power xx xxx xx xxx xx xxx in the wave sufficient to produce all the effects which are observed This is the argument in favour of the first supposition that partial operations of the same kind often occur.,73,0.25218822928455104,0.25218822928455104,0.4498512800482415,0.12778243994648616,0.16666666666666666,0.4,6,15,27,contin; wave; suffici; produc; rais,0.9999999999999999,0.9999999999999999
14g,page_to_text.json,1,68,- A volcanic eruption sufficiently great to have raised waves raised waves thrown the ocean over the mountains of the ancient continent must likewise have produced an enormous quantity,28,14g,page_to_text.json,1,70,- When the island of Santorini was raised by volcanic explosions the waves rose upon the neighbor. &c c - so high & such an effect here Is produced by such a cause -,30,0.2732143295586889,0.2732143295586889,0.4533828439945655,0.1545105613775616,0.16666666666666666,0.3076923076923077,4,15,13,rais; wave; volcan; produc; santorini,0.9999999999999999,1.0
14g,page_to_text.json,0,69,65 In favour of the second proposition it can only be argued that it may be made to account for the phaenomena but we have nothing in the history of the world to shew that comets have ever had the least influence upon our tides & the matter of which they are composed seems so extremely sure that we can hardly estimate their relations to gravity & to combine to combine various hypotheses to account to account for is very soon for is very soon must be must be limited to give probability to this view of the,96,14g,page_to_text.json,1,73,It is impossible to account,5,0.26277708279125533,0.26277708279125533,0.4516165952207791,0.14318769974850457,0.03125,0.5,1,31,2,account; imposs; soon; combin; graviti,0.9999999999999998,1.0
14g,page_to_text.json,0,70,which might be supposed to be produced by an elevation of a part of the american continent from the depths of the ocean & of imagining a great force of explosion it is easy to imagine a velocity & a power xx xxx xx xxx xx xxx in the wave sufficient to produce all the effects which are observed This is the argument in favour of the first supposition that partial operations of the same kind often occur.,73,14g,page_to_text.json,0,72,for these circumstances except by the supposition that waves or currents from the ocean having with very great force & velocity passed over our land. & there are two hypothetical causes by which they may be imagined to be produced.,38,0.3728832703275955,0.3728832703275955,0.47171465681344327,0.143348081189015,0.23529411764705882,0.5333333333333333,8,27,15,veloc; imagin; supposit; forc; produc,0.9999999999999999,1.0
14g,page_to_text.json,0,78,{ a certain small quantity of alkali in solution . - silicious Sand is sometimes found agglutinated together by a calcareous cement deposited from carbonated sources In the stalactatical concretions in calcareous caverns where the deposition of the carbonate of Lime carbonate of Lime carbonate of Lime takes place very slowly perfect chrystalizations occur.,52,14g,page_to_text.json,0,79,"75 variety, by far the greater proportion of them being are Calcareous & deposited from water, which by being impregnated with Carbonic Acid Carbonic Acid Carbonic Acid has deposited carbonate of Lime carbonate of Lime carbonate of Lime - such as the travertino of tufa Limestone of tufa Limestone of Italy which abounds at the feet of the Appenines & from which some of the most remarkable monuments of antiquity & of modern times & of modern times have been constructed such as the temples of Pestum the Colosseum , the Church of S t Peter Church of S t Peter Church of S t Peter &c. In Volcanic countries where there are warm springs warm springs sources of warm water a species of siliceous tufa is deposited, but never in the chrystalized form & its coherence & hardness is never very considerable - Thus In the Island of Ischia & near to in Island silicious formations are extremely common but the water depositing them holds",157,0.3089541512856573,0.3089541512856573,0.4596382545763875,0.09854837825474516,0.11594202898550725,0.32,8,25,52,carbon; lime; deposit; calcar; silici,0.9999999999999998,0.9999999999999999
14g,page_to_text.json,2,80,In the rocks of known aqueous origin there is less,10,14g,page_to_text.json,2,85,They may be called hydric in english. They may be called hydric formations. - formations. - 1. Division until formation by known causes 1. Division until formation by known causes & 2. Formation by uncertain causes - & 2. Formation by uncertain causes - Both these classes of rocks owe their origin to are produced by Both these classes of rocks owe their origin to owe their origin to are produced by are produced by well known causes well known causes 81,76,0.3218115474790654,0.3218115474790654,0.4619714452276031,0.207797217987059,0.23076923076923078,0.75,3,4,12,known; origin; aqueou; rock; format,1.0,1.0
14g,page_to_text.json,1,81,"- In the phaenomena of the present changes of the solid parts solid parts of the globe, the operation of fire beneath the surface & of water & air & air upon the surface are the great causes of change, & these agencies furnish almost all our analogies for explaining the past state or former order of things & the ancient operations by which the mass the mass the greatest part of the globe has been formed or modified in times beyond the reach of tradition or tradition or history or tradition & probably when the state of things was wholly incompatible with a state a state the existence the existence of any organized life similar to that which now exists life similar to that which now exists 77",122,14g,page_to_text.json,0,83,history or tradition - are not now known to exist.,9,0.33745123928786364,0.33745123928786364,0.4648722096692404,0.13259969654898915,0.075,0.75,3,39,4,tradit; histori; exist; known; state,1.0,0.9999999999999999
14g,page_to_text.json,1,81,"- In the phaenomena of the present changes of the solid parts solid parts of the globe, the operation of fire beneath the surface & of water & air & air upon the surface are the great causes of change, & these agencies furnish almost all our analogies for explaining the past state or former order of things & the ancient operations by which the mass the mass the greatest part of the globe has been formed or modified in times beyond the reach of tradition or tradition or history or tradition & probably when the state of things was wholly incompatible with a state a state the existence the existence of any organized life similar to that which now exists life similar to that which now exists 77",122,14g,page_to_text.json,1,141,- That its present operations may prepare it after it has quitted the bundle aggregation of sensations called organs & matter & this terrestrial universe for its new state of existence is extremely probable & according to the analogy of nature but the nature of this existence we can never know,47,0.2516132243482341,0.2516132243482341,0.44975617073230184,0.10915017211104174,0.1509433962264151,0.36363636363636365,8,39,22,exist; state; oper; present; tradit,1.0,0.9999999999999999
14g,page_to_text.json,1,82,"Rome Oct r 12 in extensive layers generally divided into vertical columns or in large veins filling chasms in other rocks - The strata which have probably have probably owed their origin to water are those which are usually arranged in parallel regular layers regular layers to the horizon to the horizon & which contain the remains of vegetables & animals these as well as that last class of rocks are called usually called secondary these as well as that last class of rocks are called usually called secondary The rocks of entirely unknown or mysterious or mysterious origin form which form which form by far the greatest part of the surface are for the most part composed of chrystaline materials & are usually in vertical in vertical split vertically, they are called in geological systems primary rocks, & xxxxxxxxx & xxxxxxxxx",134,14g,page_to_text.json,0,84,but by far the greatest portion of the but by far the greatest portion of the which materials of the globe owe their existence which materials of the globe owe their existence to causes which are either wholly or very to causes which are either wholly or very imperfectly known - Some which are usually imperfectly known - Some which are usually arranged in regular layers are distinguished arranged in regular layers are distinguished by containing fragments or remains of by containing fragments or remains of vegetable or animal life have been vegetable or animal life have been called secondary rocks.,99,0.41882673078702876,0.41882673078702876,0.481203756791645,0.12310954752644827,0.2692307692307692,0.56,14,41,25,usual; layer; regular; owe; greatest,0.9999999999999998,1.0000000000000002
